project_title,dataset,total_images,number_of_classes,train_images,validation_images,test_images,largest_class_count,smallest_class_count,imbalance_ratio,phase1_test_accuracy,phase1_macro_f1,phase1_weighted_f1,phase2_test_accuracy,phase2_macro_f1,phase2_weighted_f1
AI-Powered Plant Disease Detection and Classification System,PlantVillage,20638,15,14446,3096,3096,3208,152,21.11,0.8217,0.7914,0.8301,0.9738,0.9718,0.9737
